FaceStream2, version: 1.6.0
Unknown argument: "2"
I0621 18:56:46.274150  5746 Tracker.cpp:590] minScoreOfSending      : 0.5187
I0621 18:56:46.274315  5746 Tracker.cpp:591] sendMode               : 0
I0621 18:56:46.274322  5746 Tracker.cpp:592] detectorStep           : 0
I0621 18:56:46.274324  5746 Tracker.cpp:593] minDetection           : 40
I0621 18:56:46.274327  5746 Tracker.cpp:594] detectorThreshs        : 0.5140.150.862
I0621 18:56:46.274333  5746 Tracker.cpp:595] scaleFactor            : 0.58
I0621 18:56:46.274336  5746 Tracker.cpp:597] numberOfFramesToIgnore : 36
I0621 18:56:46.274339  5746 Tracker.cpp:599] timePeriod             : 10
I0621 18:56:46.274343  5746 Tracker.cpp:600] timePeriod is repeat   : 0
I0621 18:56:46.274348  5746 Tracker.cpp:601] sendWarpingImage       : 1
I0621 18:56:46.274349  5746 Tracker.cpp:603] drawFacePoints         : 0
I0621 18:56:46.274353  5746 Tracker.cpp:604] showTrackerDet         : 0
I0621 18:56:46.274355  5746 Tracker.cpp:605] useFrg                 : 1
I0621 18:56:46.274358  5746 Tracker.cpp:607] dataPath               : ./data/
I0621 18:56:46.274360  5746 Tracker.cpp:608] log severity level     : 0
I0621 18:56:46.274363  5746 Tracker.cpp:609] log mode               : 2
I0621 18:56:46.274365  5746 Tracker.cpp:611] head-pose-estimator    : LNET
[21.06.2018 18:56:46] [Info]  [createFaceEngine] Creating FaceEngine Full
[0m[18:56:46.027][32m[flower][39m Initializing TBB task scheduler with 4 workers[0m
[0m[18:56:46.028][32m[flower][39m Initializing TBB task scheduler with 12 workers[0m
[HeadPoseEstimator] model loaded: ./data//angle_estimation_flwr_avx2.plan
I0621 18:56:46.299983  5746 Player.cpp:253] Start of the tracking process.
Input #0, rtsp, from 'rtsp://root:root@10.0.6.53:554/axis-media/media.amp':
  Metadata:
    title           : Session streamed with GStreamer
I0621 18:56:55.581035  5789 Tracker.cpp:384] Full detection.
I0621 18:56:55.596745  5789 Tracker.cpp:384] Full detection.
I0621 18:56:55.631516  5789 Tracker.cpp:384] Full detection.
I0621 18:56:55.656276  5789 Tracker.cpp:384] Full detection.
I0621 18:56:55.683961  5789 Tracker.cpp:384] Full detection.
I0621 18:56:55.698580  5789 Tracker.cpp:384] Full detection.
I0621 18:56:55.734400  5789 Tracker.cpp:384] Full detection.
I0621 18:56:55.749130  5789 Tracker.cpp:384] Full detection.
I0621 18:56:55.783947  5789 Tracker.cpp:384] Full detection.
I0621 18:56:55.798612  5789 Tracker.cpp:384] Full detection.
I0621 18:56:55.833330  5789 Tracker.cpp:384] Full detection.
I0621 18:56:55.848104  5789 Tracker.cpp:384] Full detection.
I0621 18:56:55.882891  5789 Tracker.cpp:384] Full detection.
I0621 18:56:55.897734  5789 Tracker.cpp:384] Full detection.
I0621 18:56:55.952591  5789 Tracker.cpp:384] Full detection.
I0621 18:56:55.966796  5789 Tracker.cpp:384] Full detection.
I0621 18:56:55.980775  5789 Tracker.cpp:384] Full detection.
I0621 18:56:55.994714  5789 Tracker.cpp:384] Full detection.
I0621 18:56:56.028741  5789 Tracker.cpp:384] Full detection.
I0621 18:56:56.063562  5789 Tracker.cpp:384] Full detection.
I0621 18:56:56.079340  5789 Tracker.cpp:384] Full detection.
I0621 18:56:56.094020  5789 Tracker.cpp:384] Full detection.
I0621 18:56:56.128712  5789 Tracker.cpp:384] Full detection.
I0621 18:56:56.163524  5789 Tracker.cpp:384] Full detection.
I0621 18:56:56.178254  5789 Tracker.cpp:384] Full detection.
I0621 18:56:56.196753  5789 Tracker.cpp:384] Full detection.
I0621 18:56:56.231603  5789 Tracker.cpp:384] Full detection.
I0621 18:56:56.256464  5789 Tracker.cpp:384] Full detection.
I0621 18:56:56.281250  5789 Tracker.cpp:384] Full detection.
I0621 18:56:56.295924  5789 Tracker.cpp:384] Full detection.
I0621 18:56:56.331630  5789 Tracker.cpp:384] Full detection.
I0621 18:56:56.356642  5789 Tracker.cpp:384] Full detection.
I0621 18:56:56.382405  5789 Tracker.cpp:384] Full detection.
I0621 18:56:56.397085  5789 Tracker.cpp:384] Full detection.
I0621 18:56:56.431758  5789 Tracker.cpp:384] Full detection.
I0621 18:56:56.456503  5789 Tracker.cpp:384] Full detection.
I0621 18:56:56.481324  5789 Tracker.cpp:384] Full detection.
I0621 18:56:56.496016  5789 Tracker.cpp:384] Full detection.
I0621 18:56:56.540714  5789 Tracker.cpp:384] Full detection.
I0621 18:56:56.555426  5789 Tracker.cpp:384] Full detection.
I0621 18:56:56.580193  5789 Tracker.cpp:384] Full detection.
I0621 18:56:56.594838  5789 Tracker.cpp:384] Full detection.
I0621 18:56:56.639622  5789 Tracker.cpp:384] Full detection.
I0621 18:56:56.654305  5789 Tracker.cpp:384] Full detection.
I0621 18:56:56.680060  5789 Tracker.cpp:384] Full detection.
I0621 18:56:56.704864  5789 Tracker.cpp:384] Full detection.
I0621 18:56:56.742471  5789 Tracker.cpp:384] Full detection.
I0621 18:56:56.757175  5789 Tracker.cpp:384] Full detection.
I0621 18:56:56.771920  5789 Tracker.cpp:384] Full detection.
I0621 18:56:56.797578  5789 Tracker.cpp:384] Full detection.
I0621 18:56:56.842749  5789 Tracker.cpp:384] Full detection.
I0621 18:56:56.857465  5789 Tracker.cpp:384] Full detection.
I0621 18:56:56.872089  5789 Tracker.cpp:384] Full detection.
I0621 18:56:56.896710  5789 Tracker.cpp:384] Full detection.
I0621 18:56:56.941594  5789 Tracker.cpp:384] Full detection.
I0621 18:56:56.956586  5789 Tracker.cpp:384] Full detection.
I0621 18:56:56.971228  5789 Tracker.cpp:384] Full detection.
I0621 18:56:57.006022  5789 Tracker.cpp:384] Full detection.
I0621 18:56:57.040875  5789 Tracker.cpp:384] Full detection.
I0621 18:56:57.055567  5789 Tracker.cpp:384] Full detection.
I0621 18:56:57.071199  5789 Tracker.cpp:384] Full detection.
I0621 18:56:57.095875  5789 Tracker.cpp:384] Full detection.
I0621 18:56:57.140743  5789 Tracker.cpp:384] Full detection.
I0621 18:56:57.155436  5789 Tracker.cpp:384] Full detection.
I0621 18:56:57.180212  5789 Tracker.cpp:384] Full detection.
I0621 18:56:57.194919  5789 Tracker.cpp:384] Full detection.
I0621 18:56:57.229640  5789 Tracker.cpp:384] Full detection.
I0621 18:56:57.257158  5789 Tracker.cpp:384] Full detection.
I0621 18:56:57.271899  5789 Tracker.cpp:384] Full detection.
I0621 18:56:57.296633  5789 Tracker.cpp:384] Full detection.
I0621 18:56:57.331511  5789 Tracker.cpp:384] Full detection.
I0621 18:56:57.356292  5789 Tracker.cpp:384] Full detection.
I0621 18:56:57.371994  5789 Tracker.cpp:384] Full detection.
I0621 18:56:57.397662  5789 Tracker.cpp:384] Full detection.
I0621 18:56:57.432513  5789 Tracker.cpp:384] Full detection.
I0621 18:56:57.457255  5789 Tracker.cpp:384] Full detection.
I0621 18:56:57.492110  5789 Tracker.cpp:384] Full detection.
I0621 18:56:57.506927  5789 Tracker.cpp:384] Full detection.
I0621 18:56:57.530994  5789 Tracker.cpp:384] Full detection.
I0621 18:56:57.555080  5789 Tracker.cpp:384] Full detection.
I0621 18:56:57.569588  5789 Tracker.cpp:384] Full detection.
I0621 18:56:57.594207  5789 Tracker.cpp:384] Full detection.
I0621 18:56:57.639048  5789 Tracker.cpp:384] Full detection.
I0621 18:56:57.653717  5789 Tracker.cpp:384] Full detection.
I0621 18:56:57.678423  5789 Tracker.cpp:384] Full detection.
I0621 18:56:57.703200  5789 Tracker.cpp:384] Full detection.
I0621 18:56:57.737864  5789 Tracker.cpp:384] Full detection.
I0621 18:56:57.752519  5789 Tracker.cpp:384] Full detection.
I0621 18:56:57.769965  5789 Tracker.cpp:384] Full detection.
I0621 18:56:57.783797  5789 Tracker.cpp:384] Full detection.
I0621 18:56:57.837752  5789 Tracker.cpp:384] Full detection.
I0621 18:56:57.852464  5789 Tracker.cpp:384] Full detection.
I0621 18:56:57.867177  5789 Tracker.cpp:384] Full detection.
I0621 18:56:57.892145  5789 Tracker.cpp:384] Full detection.
I0621 18:56:57.935683  5789 Tracker.cpp:384] Full detection.
I0621 18:56:57.960513  5789 Tracker.cpp:384] Full detection.
I0621 18:56:57.975145  5789 Tracker.cpp:384] Full detection.
I0621 18:56:57.999929  5789 Tracker.cpp:384] Full detection.
I0621 18:56:58.034721  5789 Tracker.cpp:384] Full detection.
I0621 18:56:58.059522  5789 Tracker.cpp:384] Full detection.
I0621 18:56:58.084303  5789 Tracker.cpp:384] Full detection.
I0621 18:56:58.099946  5789 Tracker.cpp:384] Full detection.
I0621 18:56:58.134676  5789 Tracker.cpp:384] Full detection.
I0621 18:56:58.149432  5789 Tracker.cpp:384] Full detection.
I0621 18:56:58.184243  5789 Tracker.cpp:384] Full detection.
I0621 18:56:58.198957  5789 Tracker.cpp:384] Full detection.
I0621 18:56:58.233677  5789 Tracker.cpp:384] Full detection.
I0621 18:56:58.248414  5789 Tracker.cpp:384] Full detection.
I0621 18:56:58.283205  5789 Tracker.cpp:384] Full detection.
I0621 18:56:58.300683  5789 Tracker.cpp:384] Full detection.
I0621 18:56:58.335417  5789 Tracker.cpp:384] Full detection.
I0621 18:56:58.350198  5789 Tracker.cpp:384] Full detection.
I0621 18:56:58.376145  5789 Tracker.cpp:384] Full detection.
I0621 18:56:58.421118  5789 Tracker.cpp:384] Full detection.
I0621 18:56:58.455988  5789 Tracker.cpp:384] Full detection.
I0621 18:56:58.470988  5789 Tracker.cpp:384] Full detection.
I0621 18:56:58.475533  5789 Tracker.cpp:384] Full detection.
I0621 18:56:58.491153  5789 Tracker.cpp:384] Full detection.
I0621 18:56:58.536005  5789 Tracker.cpp:384] Full detection.
I0621 18:56:58.561800  5789 Tracker.cpp:384] Full detection.
I0621 18:56:58.576442  5789 Tracker.cpp:384] Full detection.
I0621 18:56:58.592221  5789 Tracker.cpp:384] Full detection.
I0621 18:56:58.637174  5789 Tracker.cpp:384] Full detection.
I0621 18:56:58.662006  5789 Tracker.cpp:384] Full detection.
I0621 18:56:58.676651  5789 Tracker.cpp:384] Full detection.
I0621 18:56:58.691376  5789 Tracker.cpp:384] Full detection.
I0621 18:56:58.737224  5789 Tracker.cpp:384] Full detection.
I0621 18:56:58.762017  5789 Tracker.cpp:384] Full detection.
I0621 18:56:58.776669  5789 Tracker.cpp:384] Full detection.
I0621 18:56:58.791277  5789 Tracker.cpp:384] Full detection.
I0621 18:56:58.838958  5789 Tracker.cpp:384] Full detection.
I0621 18:56:58.856740  5789 Tracker.cpp:384] Full detection.
I0621 18:56:58.872416  5789 Tracker.cpp:384] Full detection.
I0621 18:56:58.897090  5789 Tracker.cpp:384] Full detection.
I0621 18:56:58.943058  5789 Tracker.cpp:384] Full detection.
I0621 18:56:58.957747  5789 Tracker.cpp:384] Full detection.
I0621 18:56:58.972457  5789 Tracker.cpp:384] Full detection.
I0621 18:56:58.997184  5789 Tracker.cpp:384] Full detection.
I0621 18:56:59.062331  5789 Tracker.cpp:384] Full detection.
I0621 18:56:59.066625  5789 Tracker.cpp:384] Full detection.
I0621 18:56:59.071404  5789 Tracker.cpp:384] Full detection.
I0621 18:56:59.095876  5789 Tracker.cpp:384] Full detection.
I0621 18:56:59.140246  5789 Tracker.cpp:384] Full detection.
I0621 18:56:59.155699  5789 Tracker.cpp:384] Full detection.
I0621 18:56:59.180570  5789 Tracker.cpp:384] Full detection.
I0621 18:56:59.195976  5789 Tracker.cpp:384] Full detection.
I0621 18:56:59.241576  5789 Tracker.cpp:384] Full detection.
I0621 18:56:59.256822  5789 Tracker.cpp:384] Full detection.
I0621 18:56:59.273058  5789 Tracker.cpp:384] Full detection.
I0621 18:56:59.298440  5789 Tracker.cpp:384] Full detection.
I0621 18:56:59.332722  5789 Tracker.cpp:384] Full detection.
I0621 18:56:59.360564  5789 Tracker.cpp:384] Full detection.
I0621 18:56:59.376420  5789 Tracker.cpp:384] Full detection.
I0621 18:56:59.402591  5789 Tracker.cpp:384] Full detection.
I0621 18:56:59.438509  5789 Tracker.cpp:384] Full detection.
I0621 18:56:59.455267  5789 Tracker.cpp:384] Full detection.
I0621 18:56:59.471606  5789 Tracker.cpp:384] Full detection.
I0621 18:56:59.507184  5789 Tracker.cpp:384] Full detection.
I0621 18:56:59.542794  5789 Tracker.cpp:384] Full detection.
I0621 18:56:59.559311  5789 Tracker.cpp:384] Full detection.
I0621 18:56:59.575428  5789 Tracker.cpp:384] Full detection.
I0621 18:56:59.591876  5789 Tracker.cpp:384] Full detection.
I0621 18:56:59.637482  5789 Tracker.cpp:384] Full detection.
I0621 18:56:59.664321  5789 Tracker.cpp:384] Full detection.
I0621 18:56:59.679633  5789 Tracker.cpp:384] Full detection.
I0621 18:56:59.695019  5789 Tracker.cpp:384] Full detection.
I0621 18:56:59.730370  5789 Tracker.cpp:384] Full detection.
I0621 18:56:59.766252  5789 Tracker.cpp:384] Full detection.
I0621 18:56:59.785285  5789 Tracker.cpp:384] Full detection.
I0621 18:56:59.799998  5789 Tracker.cpp:384] Full detection.
I0621 18:56:59.834954  5789 Tracker.cpp:384] Full detection.
I0621 18:56:59.859745  5789 Tracker.cpp:384] Full detection.
I0621 18:56:59.877548  5789 Tracker.cpp:384] Full detection.
I0621 18:56:59.893467  5789 Tracker.cpp:384] Full detection.
I0621 18:56:59.938804  5789 Tracker.cpp:384] Full detection.
I0621 18:56:59.955252  5789 Tracker.cpp:384] Full detection.
I0621 18:56:59.970538  5789 Tracker.cpp:384] Full detection.
I0621 18:57:00.006072  5789 Tracker.cpp:384] Full detection.
I0621 18:57:00.035584  5789 Tracker.cpp:384] Full detection.
I0621 18:57:00.061023  5789 Tracker.cpp:384] Full detection.
I0621 18:57:00.077694  5789 Tracker.cpp:384] Full detection.
I0621 18:57:00.103999  5789 Tracker.cpp:384] Full detection.
I0621 18:57:00.139514  5789 Tracker.cpp:384] Full detection.
I0621 18:57:00.155192  5789 Tracker.cpp:384] Full detection.
I0621 18:57:00.180660  5789 Tracker.cpp:384] Full detection.
I0621 18:57:00.196193  5789 Tracker.cpp:384] Full detection.
I0621 18:57:00.241963  5789 Tracker.cpp:384] Full detection.
I0621 18:57:00.257488  5789 Tracker.cpp:384] Full detection.
I0621 18:57:00.272840  5789 Tracker.cpp:384] Full detection.
I0621 18:57:00.298272  5789 Tracker.cpp:384] Full detection.
I0621 18:57:00.333067  5789 Tracker.cpp:384] Full detection.
I0621 18:57:00.357745  5789 Tracker.cpp:384] Full detection.
I0621 18:57:00.372320  5789 Tracker.cpp:384] Full detection.
I0621 18:57:00.400131  5789 Tracker.cpp:384] Full detection.
I0621 18:57:00.434790  5789 Tracker.cpp:384] Full detection.
I0621 18:57:00.450516  5789 Tracker.cpp:384] Full detection.
I0621 18:57:00.486322  5789 Tracker.cpp:384] Full detection.
I0621 18:57:00.504074  5789 Tracker.cpp:384] Full detection.
I0621 18:57:00.538841  5789 Tracker.cpp:384] Full detection.
I0621 18:57:00.555384  5789 Tracker.cpp:384] Full detection.
I0621 18:57:00.591768  5789 Tracker.cpp:384] Full detection.
I0621 18:57:00.596618  5789 Tracker.cpp:384] Full detection.
I0621 18:57:00.631541  5789 Tracker.cpp:384] Full detection.
I0621 18:57:00.645040  5789 Tracker.cpp:384] Full detection.
I0621 18:57:00.668640  5789 Tracker.cpp:384] Full detection.
I0621 18:57:00.702548  5789 Tracker.cpp:384] Full detection.
I0621 18:57:00.737296  5789 Tracker.cpp:384] Full detection.
I0621 18:57:00.756579  5789 Tracker.cpp:384] Full detection.
I0621 18:57:00.783146  5789 Tracker.cpp:384] Full detection.
I0621 18:57:00.798610  5789 Tracker.cpp:384] Full detection.
I0621 18:57:00.834177  5789 Tracker.cpp:384] Full detection.
I0621 18:57:00.849906  5789 Tracker.cpp:384] Full detection.
I0621 18:57:00.885486  5789 Tracker.cpp:384] Full detection.
I0621 18:57:00.900207  5789 Tracker.cpp:384] Full detection.
I0621 18:57:00.937587  5789 Tracker.cpp:384] Full detection.
I0621 18:57:00.963426  5789 Tracker.cpp:384] Full detection.
I0621 18:57:00.979286  5789 Tracker.cpp:384] Full detection.
I0621 18:57:00.995079  5789 Tracker.cpp:384] Full detection.
I0621 18:57:01.032173  5789 Tracker.cpp:384] Full detection.
I0621 18:57:01.058279  5789 Tracker.cpp:384] Full detection.
I0621 18:57:01.085371  5789 Tracker.cpp:384] Full detection.
I0621 18:57:01.094781  5789 Tracker.cpp:384] Full detection.
I0621 18:57:01.132621  5789 Tracker.cpp:384] Full detection.
I0621 18:57:01.158591  5789 Tracker.cpp:384] Full detection.
I0621 18:57:01.184689  5789 Tracker.cpp:384] Full detection.
I0621 18:57:01.201073  5789 Tracker.cpp:384] Full detection.
I0621 18:57:01.237093  5789 Tracker.cpp:384] Full detection.
I0621 18:57:01.252930  5789 Tracker.cpp:384] Full detection.
I0621 18:57:01.269335  5789 Tracker.cpp:384] Full detection.
I0621 18:57:01.295219  5789 Tracker.cpp:384] Full detection.
I0621 18:57:01.340345  5789 Tracker.cpp:384] Full detection.
I0621 18:57:01.356020  5789 Tracker.cpp:384] Full detection.
I0621 18:57:01.381660  5789 Tracker.cpp:384] Full detection.
I0621 18:57:01.397979  5789 Tracker.cpp:384] Full detection.
I0621 18:57:01.433816  5789 Tracker.cpp:384] Full detection.
I0621 18:57:01.452054  5789 Tracker.cpp:384] Full detection.
I0621 18:57:01.471361  5789 Tracker.cpp:384] Full detection.
I0621 18:57:01.498448  5789 Tracker.cpp:384] Full detection.
I0621 18:57:01.533509  5789 Tracker.cpp:384] Full detection.
I0621 18:57:01.549923  5789 Tracker.cpp:384] Full detection.
I0621 18:57:01.574790  5789 Tracker.cpp:384] Full detection.
I0621 18:57:01.599937  5789 Tracker.cpp:384] Full detection.
I0621 18:57:01.636246  5789 Tracker.cpp:384] Full detection.
I0621 18:57:01.663267  5789 Tracker.cpp:384] Full detection.
I0621 18:57:01.679529  5789 Tracker.cpp:384] Full detection.
I0621 18:57:01.697108  5789 Tracker.cpp:384] Full detection.
I0621 18:57:01.732491  5789 Tracker.cpp:384] Full detection.
I0621 18:57:01.747867  5789 Tracker.cpp:384] Full detection.
I0621 18:57:01.772274  5789 Tracker.cpp:384] Full detection.
I0621 18:57:01.789613  5789 Tracker.cpp:384] Full detection.
I0621 18:57:01.834432  5789 Tracker.cpp:384] Full detection.
I0621 18:57:01.849615  5789 Tracker.cpp:384] Full detection.
I0621 18:57:01.874363  5789 Tracker.cpp:384] Full detection.
I0621 18:57:01.889590  5789 Tracker.cpp:384] Full detection.
I0621 18:57:01.934356  5789 Tracker.cpp:384] Full detection.
I0621 18:57:01.959553  5789 Tracker.cpp:384] Full detection.
I0621 18:57:01.967329  5789 Tracker.cpp:384] Full detection.
I0621 18:57:02.002774  5789 Tracker.cpp:384] Full detection.
I0621 18:57:02.039417  5789 Tracker.cpp:384] Full detection.
I0621 18:57:02.066465  5789 Tracker.cpp:384] Full detection.
I0621 18:57:02.085801  5789 Tracker.cpp:384] Full detection.
I0621 18:57:02.102483  5789 Tracker.cpp:384] Full detection.
I0621 18:57:02.159494  5789 Tracker.cpp:384] Full detection.
I0621 18:57:02.164086  5789 Tracker.cpp:384] Full detection.
I0621 18:57:02.203315  5789 FaceTracker.cpp:279] Frame 621 new detection Track 0: x=948 y=591 w=48  h=66  score=0.953
I0621 18:57:02.203374  5789 Tracker.cpp:384] Full detection.
I0621 18:57:02.207624  5789 FaceTracker.cpp:101] Track 0 wasn't updated
I0621 18:57:02.211887  5789 Tracker.cpp:384] Full detection.
I0621 18:57:02.216001  5789 FaceTracker.cpp:101] Track 0 wasn't updated
I0621 18:57:02.240561  5789 Tracker.cpp:384] Full detection.
I0621 18:57:02.247809  5789 FaceTracker.cpp:101] Track 0 wasn't updated
I0621 18:57:02.254556  5789 Tracker.cpp:384] Full detection.
I0621 18:57:02.298223  5789 FaceTracker.cpp:279] Frame 625 new detection Track 0: x=930 y=573 w=54  h=75  score=0.964
I0621 18:57:02.298293  5789 Tracker.cpp:384] Full detection.
I0621 18:57:02.326366  5789 FaceTracker.cpp:279] Frame 626 new detection Track 0: x=933 y=567 w=51  h=75  score=0.971
I0621 18:57:02.326501  5789 Tracker.cpp:384] Full detection.
I0621 18:57:02.330759  5789 FaceTracker.cpp:101] Track 0 wasn't updated
I0621 18:57:02.335000  5789 Tracker.cpp:384] Full detection.
I0621 18:57:02.363797  5789 FaceTracker.cpp:279] Frame 628 new detection Track 0: x=930 y=561 w=51  h=75  score=0.970
I0621 18:57:02.363867  5789 Tracker.cpp:384] Full detection.
I0621 18:57:02.392194  5789 FaceTracker.cpp:279] Frame 629 new detection Track 0: x=927 y=555 w=54  h=72  score=0.968
I0621 18:57:02.392297  5789 Tracker.cpp:384] Full detection.
I0621 18:57:02.397006  5789 FaceTracker.cpp:101] Track 0 wasn't updated
I0621 18:57:02.401223  5789 Tracker.cpp:384] Full detection.
I0621 18:57:02.405578  5789 FaceTracker.cpp:101] Track 0 wasn't updated
I0621 18:57:02.430043  5789 Tracker.cpp:384] Full detection.
I0621 18:57:02.434371  5789 FaceTracker.cpp:101] Track 0 wasn't updated
I0621 18:57:02.459184  5789 Tracker.cpp:384] Full detection.
I0621 18:57:02.491991  5789 FaceTracker.cpp:279] Frame 633 new detection Track 0: x=924 y=537 w=54  h=75  score=0.983
Not enough livenesses checks
I0621 18:57:02.492148  5789 Tracker.cpp:384] Full detection.
I0621 18:57:02.500891  5789 FaceTracker.cpp:101] Track 0 wasn't updated
I0621 18:57:02.505260  5789 Tracker.cpp:384] Full detection.
I0621 18:57:02.509918  5789 FaceTracker.cpp:101] Track 0 wasn't updated
I0621 18:57:02.534400  5789 Tracker.cpp:384] Full detection.
I0621 18:57:02.564390  5789 FaceTracker.cpp:279] Frame 636 new detection Track 0: x=921 y=534 w=51  h=69  score=0.983
I0621 18:57:02.564476  5789 Tracker.cpp:384] Full detection.
I0621 18:57:02.570061  5789 FaceTracker.cpp:101] Track 0 wasn't updated
I0621 18:57:02.574350  5789 Tracker.cpp:384] Full detection.
I0621 18:57:02.607305  5789 FaceTracker.cpp:279] Frame 638 new detection Track 0: x=918 y=525 w=57  h=78  score=0.986
I0621 18:57:02.607370  5789 Tracker.cpp:384] Full detection.
I0621 18:57:02.638664  5789 FaceTracker.cpp:279] Frame 639 new detection Track 0: x=909 y=519 w=60  h=87  score=0.978
I0621 18:57:02.638736  5789 Tracker.cpp:384] Full detection.
I0621 18:57:02.669667  5789 FaceTracker.cpp:279] Frame 640 new detection Track 0: x=918 y=519 w=57  h=84  score=0.990
I0621 18:57:02.669785  5789 Tracker.cpp:384] Full detection.
I0621 18:57:02.699404  5789 FaceTracker.cpp:279] Frame 641 new detection Track 0: x=918 y=516 w=57  h=81  score=0.984
I0621 18:57:02.699486  5789 Tracker.cpp:384] Full detection.
I0621 18:57:02.731014  5789 FaceTracker.cpp:279] Frame 642 new detection Track 0: x=915 y=513 w=66  h=87  score=0.998
I0621 18:57:02.731076  5789 Tracker.cpp:384] Full detection.
I0621 18:57:02.739287  5789 FaceTracker.cpp:101] Track 0 wasn't updated
I0621 18:57:02.744189  5789 Tracker.cpp:384] Full detection.
I0621 18:57:02.774297  5789 FaceTracker.cpp:279] Frame 644 new detection Track 0: x=918 y=501 w=60  h=87  score=0.979
	LIVENESS CHECK:
0.950583 0.935336 0.881631 0.779619 0.875165 0.968603 0.966121 0.913535 0.870753 0.969 
	Liveness check successfully passed: 0.911035 > 0.5
[0;33mW0621 18:57:02.777079  5789 Player.cpp:711] The result for Track 0 was sended. Frame: 642
[mI0621 18:57:02.777362  5789 Tracker.cpp:527] The best detection for Track 0 was found on frame 642 with Score=0.998099
I0621 18:57:02.777411  5789 Tracker.cpp:384] Full detection.
I0621 18:57:02.817852  5789 FaceTracker.cpp:279] Frame 645 new detection Track 0: x=918 y=489 w=63  h=90  score=0.975
I0621 18:57:02.817917  5789 Tracker.cpp:384] Full detection.
[0;33mW0621 18:57:02.818821  5779 Player.cpp:722] Received response status code:201 for Track 0
[mI0621 18:57:02.819020  5778 Player.cpp:759] ---m_sendJsonCounter 0
I0621 18:57:02.853941  5789 FaceTracker.cpp:279] Frame 646 new detection Track 0: x=918 y=489 w=63  h=81  score=0.987
I0621 18:57:02.854007  5789 Tracker.cpp:384] Full detection.
I0621 18:57:02.885563  5789 FaceTracker.cpp:279] Frame 647 new detection Track 0: x=921 y=480 w=63  h=87  score=0.986
I0621 18:57:02.885630  5789 Tracker.cpp:384] Full detection.
I0621 18:57:02.914535  5789 FaceTracker.cpp:279] Frame 648 new detection Track 0: x=921 y=474 w=69  h=93  score=0.990
I0621 18:57:02.914600  5789 Tracker.cpp:384] Full detection.
I0621 18:57:02.945605  5789 FaceTracker.cpp:279] Frame 649 new detection Track 0: x=909 y=462 w=78  h=99  score=0.968
I0621 18:57:02.945672  5789 Tracker.cpp:384] Full detection.
I0621 18:57:02.976274  5789 FaceTracker.cpp:279] Frame 650 new detection Track 0: x=921 y=462 w=66  h=87  score=0.986
I0621 18:57:02.976356  5789 Tracker.cpp:384] Full detection.
I0621 18:57:03.005527  5789 FaceTracker.cpp:279] Frame 651 new detection Track 0: x=921 y=456 w=69  h=90  score=0.974
I0621 18:57:03.005594  5789 Tracker.cpp:384] Full detection.
I0621 18:57:03.035645  5789 FaceTracker.cpp:279] Frame 652 new detection Track 0: x=909 y=444 w=78  h=105 score=0.959
I0621 18:57:03.035727  5789 Tracker.cpp:384] Full detection.
I0621 18:57:03.068353  5789 FaceTracker.cpp:279] Frame 653 new detection Track 0: x=900 y=435 w=81  h=99  score=0.947
I0621 18:57:03.068457  5789 Tracker.cpp:384] Full detection.
I0621 18:57:03.097903  5789 FaceTracker.cpp:279] Frame 654 new detection Track 0: x=906 y=432 w=72  h=96  score=0.971
I0621 18:57:03.097987  5789 Tracker.cpp:384] Full detection.
I0621 18:57:03.128423  5789 FaceTracker.cpp:279] Frame 655 new detection Track 0: x=915 y=429 w=63  h=87  score=0.983
I0621 18:57:03.128509  5789 Tracker.cpp:384] Full detection.
I0621 18:57:03.158083  5789 FaceTracker.cpp:279] Frame 656 new detection Track 0: x=906 y=420 w=72  h=99  score=0.979
I0621 18:57:03.158155  5789 Tracker.cpp:384] Full detection.
I0621 18:57:03.192397  5789 FaceTracker.cpp:279] Frame 657 new detection Track 0: x=891 y=408 w=81  h=105 score=0.939
I0621 18:57:03.192500  5789 Tracker.cpp:384] Full detection.
I0621 18:57:03.224120  5789 FaceTracker.cpp:279] Frame 658 new detection Track 0: x=900 y=411 w=69  h=96  score=0.982
I0621 18:57:03.224189  5789 Tracker.cpp:384] Full detection.
I0621 18:57:03.255684  5789 FaceTracker.cpp:279] Frame 659 new detection Track 0: x=897 y=408 w=72  h=96  score=0.967
I0621 18:57:03.255753  5789 Tracker.cpp:384] Full detection.
I0621 18:57:03.287138  5789 FaceTracker.cpp:279] Frame 660 new detection Track 0: x=885 y=399 w=78  h=102 score=0.976
I0621 18:57:03.287202  5789 Tracker.cpp:384] Full detection.
I0621 18:57:03.316769  5789 FaceTracker.cpp:279] Frame 661 new detection Track 0: x=879 y=396 w=78  h=102 score=0.968
I0621 18:57:03.316848  5789 Tracker.cpp:384] Full detection.
I0621 18:57:03.348114  5789 FaceTracker.cpp:279] Frame 662 new detection Track 0: x=867 y=390 w=75  h=99  score=0.988
I0621 18:57:03.348193  5789 Tracker.cpp:384] Full detection.
I0621 18:57:03.380468  5789 FaceTracker.cpp:279] Frame 663 new detection Track 0: x=870 y=393 w=72  h=93  score=0.966
I0621 18:57:03.380547  5789 Tracker.cpp:384] Full detection.
I0621 18:57:03.413377  5789 FaceTracker.cpp:279] Frame 664 new detection Track 0: x=864 y=387 w=72  h=96  score=0.931
